review_id,customer_name,age,brand,model,price_usd,currency,exchange_rate_to_usd,rating,sentiment,country,language,review_date,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes,source,Cluster
21092,Nathan Alvarez,21,Google,Pixel 6,983.14,CAD,1.38,4.0,Positive,Canada,English,11/14/2022,True,3,3,4,4,2,4,BestBuy,0
21093,Callum Brooks,29,Xiaomi,Redmi Note 13,508.27,GBP,0.78,1.0,Negative,UK,English,6/10/2024,True,2,1,2,2,1,1,Flipkart,2
21094,Maya Brito,18,Xiaomi,Redmi Note 13,337.36,BRL,5.7,3.0,Positive,Brazil,Portuguese,9/10/2025,True,3,5,3,2,3,3,BestBuy,0
21095,Dipl.-Ing. Marten Mosemann MBA.,19,Motorola,Moto G Power,724.25,EUR,0.93,4.0,Positive,Germany,German,8/18/2023,True,4,4,4,4,5,4,BestBuy,1
21096,Steven Cox,36,Google,Pixel 8,503.26,USD,1.0,5.0,Positive,USA,English,2/3/2025,True,4,3,5,5,4,1,eBay,1
21097,Maritta Fiebig,26,Realme,Realme 12 Pro,226.2,EUR,0.93,4.0,Positive,Germany,German,5/24/2025,True,5,3,3,4,5,8,Amazon,1
21098,Sheena Smith DDS,31,Xiaomi,Redmi Note 13,330.89,USD,1.0,2.0,Negative,USA,English,3/19/2023,True,3,1,2,1,1,2,Amazon,2
21099,Atharv Choudhary,27,Motorola,Edge 50,265.58,INR,83.0,3.0,Positive,India,Hindi,10/9/2023,True,2,2,3,2,2,2,eBay,0
21100,Vasudha Rao,31,Apple,iPhone SE,1128.38,INR,83.0,3.0,Positive,India,Hindi,12/26/2024,True,2,4,2,3,1,7,Amazon,0
21101,Randy Cain,38,Samsung,Galaxy A55,626.99,AUD,1.53,4.0,Negative,Australia,English,3/5/2024,True,4,3,4,4,4,0,AliExpress,1
21102,Jason Hamilton,34,Samsung,Galaxy Z Flip,1146.97,GBP,0.78,2.0,Negative,UK,English,3/7/2023,True,3,1,1,1,1,1,Amazon,2
21103,John Cortez,40,Google,Pixel 7a,727.33,CAD,1.38,5.0,Positive,Canada,English,11/17/2022,True,4,4,4,5,3,5,AliExpress,1
21104,Denis Otto,23,Motorola,Razr 40,485.63,EUR,0.93,4.0,Positive,Germany,German,4/14/2023,True,3,4,2,3,4,4,Flipkart,0
21105,Erica Elliott,38,Apple,iPhone 14,1372.91,AUD,1.53,5.0,Positive,Australia,English,9/16/2023,True,5,5,5,5,3,6,eBay,1
21106,Regina Brown,52,Motorola,Edge 50,710.11,USD,1.0,4.0,Positive,USA,English,2/18/2024,True,3,3,4,3,3,5,eBay,0
21107,Barbara Porter,24,Google,Pixel 7a,925.31,CAD,1.38,4.0,Positive,Canada,English,11/24/2022,True,2,4,3,2,4,9,Amazon,1
21108,Bryan da Rosa,19,Realme,Realme 12 Pro,465.55,BRL,5.7,2.0,Negative,Brazil,Portuguese,3/18/2025,False,3,1,2,3,1,1,Flipkart,2
21109,Todd Chang,18,Samsung,Galaxy S24,689.81,AED,3.67,1.0,Negative,UAE,English,1/15/2023,True,1,1,1,1,2,0,Amazon,2
21110,Kayla Lopez,37,Google,Pixel 7a,1028.72,AUD,1.53,2.0,Neutral,Australia,English,10/23/2022,True,2,2,1,1,1,1,eBay,2
21111,Joel Caldwell,18,Samsung,Galaxy S24,867.07,CAD,1.38,3.0,Positive,Canada,English,4/18/2024,False,2,2,3,3,2,2,Amazon,0
21112,Bianca Lamb,47,Xiaomi,Mi 13 Pro,678.95,CAD,1.38,2.0,Neutral,Canada,English,4/17/2025,True,1,1,2,1,1,3,BestBuy,2
21113,Gina Robinson,18,OnePlus,OnePlus 11R,376.89,AED,3.67,2.0,Neutral,UAE,English,7/2/2025,False,1,2,3,1,1,2,Amazon,2
21114,Aaron Dixon,33,Samsung,Galaxy S24,1185.53,AUD,1.53,1.0,Negative,Australia,English,8/23/2023,True,1,1,1,1,1,0,eBay,2
21115,Sedat Scholl-Conradi,29,Realme,Realme Narzo 70,208.67,EUR,0.93,2.0,Negative,Germany,German,11/4/2023,True,1,1,2,1,1,2,Flipkart,2
21116,Corey Garza,33,Google,Pixel 8,925.98,USD,1.0,4.0,Positive,USA,English,12/19/2023,True,4,5,4,3,5,5,eBay,1
21117,Miroslav Seip,23,Xiaomi,Redmi Note 13,648.14,EUR,0.93,1.0,Negative,Germany,German,4/22/2023,True,2,1,2,1,1,2,AliExpress,2
21118,Teresa Webb,23,OnePlus,OnePlus Nord 3,894.54,CAD,1.38,4.0,Positive,Canada,English,10/17/2024,False,5,4,5,4,3,7,Flipkart,1
21119,Owen Hari,37,Motorola,Razr 40,709.01,INR,83.0,5.0,Positive,India,Hindi,10/15/2023,True,4,5,4,5,5,3,AliExpress,1
21120,Udyati Padmanabhan,25,OnePlus,OnePlus 12,981.47,INR,83.0,5.0,Positive,India,Hindi,8/23/2024,True,5,3,3,5,4,4,eBay,1
21121,Ranveer Sankaran,49,Apple,iPhone 13,924.28,INR,83.0,1.0,Negative,India,Hindi,8/25/2023,False,1,1,1,1,1,4,eBay,2
21122,Ashley Vargas,38,Realme,Realme 12 Pro,446.98,AUD,1.53,2.0,Negative,Australia,English,6/4/2024,True,2,1,1,3,2,3,eBay,2
21123,Rebecca Sims,19,Motorola,Moto G Power,405.43,CAD,1.38,3.0,Neutral,Canada,English,2/6/2024,True,2,2,2,3,2,2,AliExpress,0
21124,Patrick Mielcarek,43,OnePlus,OnePlus 11R,669.86,EUR,0.93,3.0,Positive,Germany,German,2/22/2025,True,3,1,2,2,2,9,Flipkart,0
21125,Hema Oommen,33,Motorola,Moto G Power,269.68,INR,83.0,3.0,Positive,India,Hindi,11/27/2024,True,1,3,2,4,1,5,Flipkart,0
21126,Dennis Curry,21,OnePlus,OnePlus 12,637.585,AED,3.67,2.0,Negative,UAE,English,8/24/2024,True,2,1,1,2,2,0,eBay,2
21127,Daniel Santana,18,Apple,iPhone 13,765.55,AUD,1.53,2.0,Negative,Australia,English,12/9/2023,True,1,3,1,1,1,3,eBay,2
21128,Christopher Clark,40,OnePlus,OnePlus 12,957.86,AED,3.67,4.0,Positive,UAE,English,10/18/2023,True,4,4,5,3,3,3,BestBuy,1
21129,Toni Brown,18,OnePlus,OnePlus Nord 3,750.31,AUD,1.53,3.0,Neutral,Australia,English,12/11/2023,True,3,3,2,1,2,0,Flipkart,0
21130,Dr. João Lucas Brito,40,Apple,iPhone SE,735.25,BRL,5.7,5.0,Positive,Brazil,Portuguese,8/31/2025,True,5,5,5,4,5,10,BestBuy,1
21131,Cheryl Singh,20,Apple,iPhone 14,854.07,GBP,0.78,5.0,Positive,UK,English,3/3/2025,True,5,3,4,4,5,1,Amazon,1
21132,Nicholas Thornton,39,OnePlus,OnePlus 11R,900.14,AED,3.67,1.0,Negative,UAE,English,10/28/2024,False,1,1,1,1,2,0,BestBuy,2
21133,Ayaan Nayak,28,Realme,Realme 12 Pro,260.56,INR,83.0,4.0,Positive,India,Hindi,11/28/2023,True,3,3,4,4,3,5,Flipkart,1
21134,Richard Acevedo,37,OnePlus,OnePlus Nord 3,922.0,AED,3.67,3.0,Neutral,UAE,English,10/30/2024,False,3,2,2,3,2,2,Amazon,0
21135,James Watson,22,OnePlus,OnePlus 11R,436.87,GBP,0.78,3.0,Neutral,UK,English,11/26/2024,True,3,2,2,1,2,0,AliExpress,2
21136,Raquel Cavalcanti,18,Xiaomi,Redmi Note 13,425.35,BRL,5.7,2.0,Neutral,Brazil,Portuguese,3/23/2023,True,1,2,2,1,2,1,Amazon,2
21137,Lori Acosta,22,Apple,iPhone 14,816.44,USD,1.0,1.0,Negative,USA,English,9/15/2025,True,1,1,1,1,1,2,Flipkart,2
21138,Sophie Novais,23,Motorola,Edge 50,499.91,BRL,5.7,2.0,Neutral,Brazil,Portuguese,8/4/2025,False,1,1,2,2,1,3,BestBuy,2
21139,Daniela Nogueira,32,OnePlus,OnePlus 12,698.28,BRL,5.7,5.0,Positive,Brazil,Portuguese,9/26/2024,False,4,4,5,5,5,8,BestBuy,1
21140,Martin Perkins,25,Samsung,Galaxy A55,1278.66,GBP,0.78,1.0,Negative,UK,English,4/2/2024,True,1,2,1,1,2,1,AliExpress,2
21141,Benicio Pires,21,Apple,iPhone 14,1176.06,BRL,5.7,4.0,Positive,Brazil,Portuguese,9/4/2023,False,4,3,1,4,5,8,BestBuy,1
21142,Enzo Gabriel Costela,18,Motorola,Moto G Power,751.15,BRL,5.7,2.0,Neutral,Brazil,Portuguese,5/23/2024,True,1,2,1,2,1,0,eBay,2
21143,Kayla Burgess,39,Apple,iPhone 13,1350.67,CAD,1.38,4.0,Positive,Canada,English,10/15/2023,True,4,4,5,3,4,11,Amazon,1
21144,Dipl.-Ing. Carolina Juncken,38,Samsung,Galaxy Note 20,649.81,EUR,0.93,2.0,Negative,Germany,German,10/10/2023,True,2,3,2,1,2,1,Amazon,2
21145,Katherine Pierce,41,OnePlus,OnePlus Nord 3,559.68,AED,3.67,4.0,Positive,UAE,English,9/13/2023,False,5,5,3,2,3,5,Flipkart,1
21146,Gillian Fox,18,Motorola,Razr 40,357.42,GBP,0.78,3.0,Positive,UK,English,8/24/2023,True,3,4,4,2,4,4,eBay,0
21147,Manbir Bobal,18,Motorola,Moto G Power,248.36,INR,83.0,1.0,Negative,India,Hindi,4/4/2024,True,1,2,1,1,1,2,AliExpress,2
21148,Dr. Francisco Cassiano,30,Motorola,Edge 50,292.95,BRL,5.7,4.0,Positive,Brazil,Portuguese,9/18/2023,True,4,3,2,1,4,5,Flipkart,0
21149,Isabel Caldeira,27,Google,Pixel 8,651.06,BRL,5.7,3.0,Positive,Brazil,Portuguese,3/30/2024,False,4,2,3,2,2,5,Amazon,0
21150,Anna Liz Andrade,18,Samsung,Galaxy A55,1061.59,BRL,5.7,4.0,Positive,Brazil,Portuguese,4/28/2024,False,3,5,3,4,5,5,AliExpress,1
21151,Jörgen Vollbrecht,28,OnePlus,OnePlus 12,367.92,EUR,0.93,4.0,Positive,Germany,German,3/25/2024,True,4,3,4,3,4,5,BestBuy,1
21152,John Logan,30,Samsung,Galaxy A55,496.12,CAD,1.38,3.0,Neutral,Canada,English,11/9/2024,True,3,3,4,3,5,2,eBay,0
21153,Enrico Moraes,34,Apple,iPhone 14,1026.09,BRL,5.7,5.0,Positive,Brazil,Portuguese,3/28/2023,False,4,3,4,5,3,7,Flipkart,1
21154,Justin Rodriguez,37,Xiaomi,Redmi Note 13,639.54,CAD,1.38,4.0,Positive,Canada,English,10/4/2025,True,3,3,4,4,3,9,Flipkart,1
21155,Alejandra Holmes,18,Motorola,Razr 40,623.31,CAD,1.38,1.0,Negative,Canada,English,3/7/2025,True,1,2,1,1,1,2,Flipkart,2
21156,Andrew Williams,36,Motorola,Moto G Power,682.97,USD,1.0,5.0,Positive,USA,English,1/18/2025,True,5,5,4,5,5,3,BestBuy,1
21157,Bernard Weinhage,40,Apple,iPhone 15 Pro,1158.0,EUR,0.93,4.0,Positive,Germany,German,9/30/2023,True,2,4,3,4,2,5,Flipkart,0
21158,Andre Ross,53,Realme,Realme Narzo 70,534.05,USD,1.0,4.0,Positive,USA,English,3/14/2025,False,5,3,3,5,3,2,eBay,1
21159,Mrs Barbara Wilson,22,Xiaomi,Mi 13 Pro,637.585,GBP,0.78,4.0,Neutral,UK,English,12/24/2023,True,5,4,2,3,1,4,AliExpress,0
21160,Marc Taylor,35,Samsung,Galaxy Note 20,637.585,GBP,0.78,2.0,Negative,UK,English,7/10/2023,True,2,1,3,1,1,3,eBay,2
21161,Rodney Hayes,18,Apple,iPhone 14,890.61,CAD,1.38,4.0,Positive,Canada,English,12/10/2024,False,4,2,4,5,4,7,AliExpress,1
21162,John Wright,28,Realme,Realme Narzo 70,637.585,CAD,1.38,2.0,Neutral,Canada,English,1/10/2024,True,1,1,3,2,3,0,BestBuy,2
21163,Rebecca Jordan,31,Motorola,Moto G Power,247.77,AUD,1.53,2.0,Positive,Australia,English,5/30/2024,False,2,1,2,1,1,4,Flipkart,2
21164,Agatha Porto,31,Google,Pixel 7a,893.31,BRL,5.7,3.0,Neutral,Brazil,Portuguese,4/8/2025,False,1,3,3,3,4,2,eBay,0
21165,Christopher Miller,18,Apple,iPhone 15 Pro,1106.39,AED,3.67,2.0,Neutral,UAE,English,10/31/2023,True,3,2,2,1,3,4,AliExpress,0
21166,Nicholas Walsh,18,OnePlus,OnePlus 11R,812.67,AED,3.67,5.0,Positive,UAE,English,9/3/2025,False,4,4,4,1,5,3,AliExpress,1
21167,Rose Nelson,43,OnePlus,OnePlus Nord 3,733.59,CAD,1.38,4.0,Positive,Canada,English,7/9/2024,True,4,5,5,3,2,7,BestBuy,1
21168,Johnny Andrews,31,Google,Pixel 6,623.12,CAD,1.38,3.0,Positive,Canada,English,2/24/2023,False,3,4,2,3,3,5,Flipkart,0
21169,Malcolm Grant,18,Realme,Realme Narzo 70,197.22,GBP,0.78,2.0,Neutral,UK,English,9/22/2023,True,1,2,3,1,2,1,eBay,2
21170,Michael Guerrero,27,Apple,iPhone 14,804.48,CAD,1.38,3.0,Positive,Canada,English,1/23/2023,True,3,3,2,2,3,4,Amazon,0
21171,Vedika Kade,35,Google,Pixel 7a,581.29,INR,83.0,5.0,Positive,India,Hindi,8/23/2025,True,5,5,4,3,4,1,Flipkart,1
21172,Amy Parker,24,Motorola,Razr 40,642.95,AED,3.67,4.0,Positive,UAE,English,4/6/2025,False,3,4,3,4,4,6,Amazon,1
21173,Katherine Foley,28,OnePlus,OnePlus 12,468.01,CAD,1.38,5.0,Positive,Canada,English,3/14/2024,False,5,4,3,5,5,4,Amazon,1
21174,Sr. Cauê da Rosa,30,Xiaomi,Redmi Note 13,375.17,BRL,5.7,5.0,Positive,Brazil,Portuguese,12/27/2023,False,4,5,4,4,3,12,Flipkart,1
21175,Brett Roach,29,Samsung,Galaxy Z Flip,1201.95,AED,3.67,1.0,Neutral,UAE,English,6/20/2025,True,1,1,1,1,1,2,AliExpress,2
21176,Katelyn Mccormick,31,Google,Pixel 6,536.28,AUD,1.53,3.0,Positive,Australia,English,4/3/2023,False,3,4,4,2,2,5,Flipkart,0
21177,Benjamin Wells,34,Xiaomi,Mi 13 Pro,403.33,AED,3.67,5.0,Positive,UAE,English,11/7/2023,True,5,5,5,4,5,6,Flipkart,1
21178,Christina Hodges,36,Apple,iPhone 14,1006.78,AED,3.67,4.0,Positive,UAE,English,1/20/2024,False,4,4,2,3,4,2,AliExpress,0
21179,Carol Sanchez,45,OnePlus,OnePlus 12,385.19,CAD,1.38,3.0,Positive,Canada,English,5/19/2024,True,3,2,2,1,2,6,eBay,0
21180,Tanya Mendoza,22,OnePlus,OnePlus 12,771.55,AED,3.67,5.0,Positive,UAE,English,5/22/2024,True,5,5,5,5,3,7,AliExpress,1
21181,Lisa Martinez,43,OnePlus,OnePlus Nord 3,736.15,USD,1.0,2.0,Negative,USA,English,2/21/2025,True,1,1,1,1,3,1,Amazon,2
21182,Ricky Collins,24,Motorola,Edge 50,778.14,AED,3.67,4.0,Positive,UAE,English,2/8/2024,True,3,5,4,4,5,9,Flipkart,1
21183,Debra Black,26,Xiaomi,Mi 13 Pro,497.59,CAD,1.38,3.0,Neutral,Canada,English,6/11/2025,True,3,3,3,2,2,1,AliExpress,0
21184,Bruna Montenegro,31,Apple,iPhone SE,1051.88,BRL,5.7,3.0,Positive,Brazil,Portuguese,6/4/2025,True,1,3,3,1,4,5,AliExpress,0
21185,Jared Pena,34,Google,Pixel 7a,611.19,CAD,1.38,5.0,Positive,Canada,English,1/26/2025,True,5,5,4,5,3,7,BestBuy,1
21186,Elisabeth Wagner,23,Motorola,Razr 40,268.39,EUR,0.93,5.0,Positive,Germany,German,9/4/2024,True,5,5,4,4,5,7,eBay,1
21187,Dr. Tricia Pineda,41,Samsung,Galaxy Z Flip,1251.75,AUD,1.53,2.0,Negative,Australia,English,11/2/2023,True,2,1,2,1,2,1,BestBuy,2
21188,Angela Simmons,29,Motorola,Razr 40,420.26,USD,1.0,2.0,Neutral,USA,English,7/26/2023,True,4,2,1,3,2,3,BestBuy,0
21189,Tasha Thomas,40,Realme,Realme 12 Pro,300.21,AUD,1.53,4.0,Positive,Australia,English,7/29/2023,False,4,4,2,2,4,4,AliExpress,0
21190,Ms Molly Barton,30,Apple,iPhone 14,728.76,GBP,0.78,4.0,Positive,UK,English,2/1/2023,True,4,2,3,3,4,3,AliExpress,0
21191,Sandy Smith,18,Apple,iPhone 15 Pro,939.21,USD,1.0,3.0,Neutral,USA,English,4/26/2023,True,3,2,2,3,4,3,AliExpress,0
21192,Keith Martinez,18,Realme,Realme 12 Pro,316.42,USD,1.0,4.0,Positive,USA,English,9/8/2023,True,4,4,5,2,4,3,Flipkart,1
21193,Philip Kline,34,OnePlus,OnePlus 11R,511.13,USD,1.0,2.0,Negative,USA,English,4/13/2023,True,1,2,1,1,1,1,Amazon,2
21194,James Marshall,31,Google,Pixel 6,527.87,USD,1.0,1.0,Negative,USA,English,2/25/2024,False,1,2,1,1,1,3,Flipkart,2
21195,Andrew Shah,20,OnePlus,OnePlus 11R,637.585,CAD,1.38,4.0,Positive,Canada,English,11/16/2024,True,2,3,4,5,5,6,BestBuy,1
21196,Lucas Fogaça,33,Realme,Realme Narzo 70,208.47,BRL,5.7,3.0,Positive,Brazil,Portuguese,9/17/2024,True,3,3,5,2,3,4,eBay,0
21197,Jack Watts-White,27,Realme,Realme Narzo 70,185.19,GBP,0.78,2.0,Neutral,UK,English,8/10/2025,True,2,2,1,1,2,3,AliExpress,2
21198,Brianna Ramos,46,Realme,Realme 12 Pro,201.14,AUD,1.53,1.0,Negative,Australia,English,6/20/2024,True,1,1,2,1,1,3,eBay,2
21199,Margarita Scholl B.Sc.,28,Realme,Realme 12 Pro,362.76,EUR,0.93,1.0,Negative,Germany,German,8/29/2025,False,1,1,1,1,1,2,Flipkart,2
21200,Denise Hebert,23,Xiaomi,Redmi Note 13,259.23,CAD,1.38,4.0,Positive,Canada,English,11/3/2022,True,5,5,3,2,5,9,AliExpress,1
21201,Rachel Atkinson-Wilson,39,OnePlus,OnePlus Nord 3,597.8,GBP,0.78,3.0,Positive,UK,English,11/19/2023,True,1,3,3,3,2,1,Amazon,0
21202,Alexander Jacobs,45,OnePlus,OnePlus Nord 3,907.25,AUD,1.53,5.0,Positive,Australia,English,12/9/2023,True,5,5,4,3,5,9,eBay,1
21203,Timothy Pham,40,Samsung,Galaxy Z Flip,990.43,AUD,1.53,2.0,Neutral,Australia,English,1/21/2024,False,2,1,2,2,2,1,BestBuy,2
21204,William Mcdonald,22,Realme,Realme Narzo 70,271.52,AUD,1.53,2.0,Neutral,Australia,English,9/29/2025,True,2,1,3,3,2,0,AliExpress,2
21205,Urvi Ramanathan,31,Motorola,Edge 50,289.55,INR,83.0,1.0,Neutral,India,Hindi,1/25/2024,True,1,1,1,1,1,2,Flipkart,2
21206,Nirja Krish,18,Apple,iPhone SE,1436.32,INR,83.0,4.0,Positive,India,Hindi,10/12/2023,True,5,4,4,4,3,4,Flipkart,1
21207,Tracy Harris,31,Google,Pixel 7a,946.69,CAD,1.38,3.0,Positive,Canada,English,4/28/2024,True,4,1,3,2,2,2,Amazon,0
21208,Dr. Anni Gerlach,28,Realme,Realme 12 Pro,569.45,EUR,0.93,4.0,Positive,Germany,German,6/29/2025,True,2,3,3,1,5,9,eBay,0
21209,Emmy Carsten B.Eng.,18,Motorola,Edge 50,211.55,EUR,0.93,2.0,Negative,Germany,German,11/12/2022,True,2,1,1,2,2,1,Amazon,2
21210,Jackie Hamilton,36,Apple,iPhone 14,1070.86,AED,3.67,5.0,Positive,UAE,English,8/25/2025,True,5,5,5,5,5,3,Amazon,1
21211,Ravi Lucca Martins,18,Samsung,Galaxy A55,1127.54,BRL,5.7,5.0,Positive,Brazil,Portuguese,6/14/2023,True,4,5,5,5,5,4,Amazon,1
21212,Jennifer Chambers,18,Xiaomi,Mi 13 Pro,592.57,USD,1.0,2.0,Negative,USA,English,8/5/2024,True,2,2,1,2,2,2,AliExpress,2
21213,Ing. Kenneth Lindau B.Sc.,51,Samsung,Galaxy S24,929.13,EUR,0.93,2.0,Neutral,Germany,German,10/6/2024,True,2,1,4,2,1,1,Amazon,2
21214,Jennifer Kelley,23,OnePlus,OnePlus 11R,694.92,CAD,1.38,5.0,Positive,Canada,English,6/19/2025,True,4,4,5,5,5,8,BestBuy,1
21215,Kathy Brown,32,Apple,iPhone 15 Pro,741.27,CAD,1.38,4.0,Positive,Canada,English,8/11/2025,True,4,4,4,4,2,3,Flipkart,1
21216,Luísa Siqueira,20,OnePlus,OnePlus Nord 3,619.68,BRL,5.7,2.0,Neutral,Brazil,Portuguese,6/11/2023,True,1,1,2,1,2,1,BestBuy,2
21217,Kathleen Kennedy,33,OnePlus,OnePlus Nord 3,664.02,USD,1.0,5.0,Positive,USA,English,12/8/2023,False,3,4,4,3,4,3,AliExpress,1
21218,Maria Isis da Mota,18,Motorola,Moto G Power,398.13,BRL,5.7,4.0,Positive,Brazil,Portuguese,1/26/2025,True,5,4,2,4,2,4,eBay,1
21219,Sophia Gaines,25,OnePlus,OnePlus 12,948.65,CAD,1.38,4.0,Positive,Canada,English,10/8/2024,False,3,2,4,4,1,4,AliExpress,0
21220,Evan Chang,25,Realme,Realme Narzo 70,353.94,AUD,1.53,2.0,Negative,Australia,English,8/17/2023,False,3,3,1,1,2,1,eBay,2
21221,Mr. Brian Dudley,25,OnePlus,OnePlus Nord 3,419.12,AED,3.67,4.0,Positive,UAE,English,12/27/2023,True,4,3,5,4,3,9,BestBuy,1
21222,Bella Silva,18,Apple,iPhone 15 Pro,1360.7,BRL,5.7,2.0,Negative,Brazil,Portuguese,7/17/2024,True,3,2,1,3,1,2,BestBuy,2
21223,Elisa Hecker B.Sc.,28,Samsung,Galaxy Z Flip,1166.41,EUR,0.93,1.0,Negative,Germany,German,6/5/2023,True,1,1,1,1,1,0,AliExpress,2
21224,Joshua Stevens,30,Realme,Realme 12 Pro,525.62,AED,3.67,3.0,Positive,UAE,English,4/16/2024,True,2,4,3,2,3,10,Flipkart,0
21225,Jennifer Walker,41,Samsung,Galaxy S24,702.87,USD,1.0,3.0,Positive,USA,English,1/26/2024,True,3,3,4,2,2,3,BestBuy,0
21226,Edhitha Halder,26,OnePlus,OnePlus 11R,790.95,INR,83.0,3.0,Positive,India,Hindi,7/20/2025,True,3,2,1,3,1,4,Flipkart,0
21227,Robert Carter,42,Google,Pixel 8,836.56,USD,1.0,3.0,Positive,USA,English,10/8/2025,True,2,3,2,4,3,7,Flipkart,0
21228,Valerie Coleman,18,Google,Pixel 7a,797.28,USD,1.0,2.0,Neutral,USA,English,11/14/2023,True,2,2,2,2,1,5,Amazon,2
21229,Nicholas Mclaughlin,42,Motorola,Razr 40,403.27,USD,1.0,4.0,Positive,USA,English,11/27/2022,True,2,4,3,4,3,6,AliExpress,1
21230,Ganga Sidhu,37,Xiaomi,Poco X6,379.93,INR,83.0,2.0,Neutral,India,Hindi,9/26/2025,True,1,3,4,1,2,2,AliExpress,2
21231,William Brooks,43,Samsung,Galaxy Note 20,1398.9,AED,3.67,1.0,Negative,UAE,English,6/2/2025,True,1,2,1,1,1,3,eBay,2
21232,Matthew Campos,30,Apple,iPhone 14,1382.3,AUD,1.53,1.0,Neutral,Australia,English,3/8/2025,True,1,1,2,1,1,0,Flipkart,2
21233,Igor da Mota,23,OnePlus,OnePlus 12,479.07,BRL,5.7,2.0,Negative,Brazil,Portuguese,5/23/2023,True,1,4,1,2,1,2,AliExpress,2
21234,Caroline Oliver,38,Motorola,Edge 50,367.26,USD,1.0,3.0,Neutral,USA,English,1/17/2025,True,3,2,3,2,2,2,Amazon,0
21235,Wendy Chaney,37,OnePlus,OnePlus 12,629.82,USD,1.0,5.0,Positive,USA,English,11/12/2023,True,4,5,4,3,4,6,Amazon,1
21236,Ben Barton,18,Samsung,Galaxy A55,637.585,GBP,0.78,3.0,Neutral,UK,English,12/26/2023,True,2,3,3,2,1,1,eBay,0
21237,Brittany Walker,35,Realme,Realme 12 Pro,637.585,AUD,1.53,4.0,Positive,Australia,English,7/18/2025,True,2,4,4,4,3,5,eBay,1
21238,Oni Wason,27,Motorola,Moto G Power,338.18,INR,83.0,4.0,Positive,India,Hindi,11/26/2024,True,4,4,3,3,4,3,Flipkart,1
21239,Mary Jimenez,29,Samsung,Galaxy S24,756.31,CAD,1.38,4.0,Positive,Canada,English,7/3/2023,True,4,2,5,3,4,7,eBay,1
21240,Dr Margaret Morrison,31,Xiaomi,Mi 13 Pro,309.85,GBP,0.78,4.0,Positive,UK,English,11/3/2023,False,4,3,2,3,5,5,eBay,1
21241,Linda Snyder,30,Samsung,Galaxy A55,460.02,USD,1.0,2.0,Negative,USA,English,2/17/2025,True,1,1,1,2,1,4,eBay,2
21242,Jonathon Obrien,27,Samsung,Galaxy A55,648.85,AED,3.67,5.0,Positive,UAE,English,2/3/2024,True,5,5,4,4,5,3,Amazon,1
21243,Alice Wyatt-Lewis,20,Motorola,Moto G Power,727.25,GBP,0.78,5.0,Positive,UK,English,3/25/2023,False,5,5,5,4,3,7,Amazon,1
21244,Megan Montgomery,34,OnePlus,OnePlus 12,466.55,AUD,1.53,4.0,Positive,Australia,English,5/11/2024,True,2,3,2,4,4,6,eBay,0
21245,Beverley Price,32,Samsung,Galaxy A55,473.54,GBP,0.78,5.0,Positive,UK,English,11/26/2022,False,5,5,4,5,5,6,AliExpress,1
21246,Katherine Reed,40,Xiaomi,Redmi Note 13,420.02,USD,1.0,3.0,Positive,USA,English,1/4/2024,False,3,4,2,3,1,3,eBay,0
21247,Lauren Knight,39,Realme,Realme Narzo 70,403.53,CAD,1.38,4.0,Positive,Canada,English,3/1/2024,True,3,4,4,3,3,4,Amazon,1
21248,David Spears,33,Realme,Realme Narzo 70,492.86,AED,3.67,2.0,Neutral,UAE,English,6/11/2024,False,2,2,3,1,2,3,AliExpress,2
21249,Viktor Henck-Losekann,34,Realme,Realme 12 Pro,296.7,EUR,0.93,3.0,Neutral,Germany,German,8/28/2025,False,2,3,1,3,2,1,Amazon,0
21250,Robert Peters,27,Motorola,Edge 50,305.76,CAD,1.38,4.0,Positive,Canada,English,8/24/2024,True,4,4,5,3,4,0,BestBuy,1
21251,Drew Park,23,Xiaomi,Poco X6,637.585,USD,1.0,4.0,Positive,USA,English,6/6/2024,True,3,4,4,4,3,4,eBay,1
21252,Lunna Nunes,38,OnePlus,OnePlus 12,815.52,BRL,5.7,5.0,Positive,Brazil,Portuguese,8/30/2024,False,4,5,5,5,5,8,Flipkart,1
21253,Henrike Knappe,23,OnePlus,OnePlus 12,988.0,EUR,0.93,4.0,Positive,Germany,German,5/24/2023,True,4,5,4,3,2,4,AliExpress,1
21254,Andrea Cline,25,Apple,iPhone SE,1213.86,AED,3.67,3.0,Positive,UAE,English,6/6/2023,True,3,3,3,3,3,2,Flipkart,0
21255,Logan James,18,Motorola,Moto G Power,375.84,USD,1.0,3.0,Positive,USA,English,6/24/2024,True,4,3,3,1,3,4,AliExpress,0
21256,Avni Sami,22,Realme,Realme Narzo 70,293.88,INR,83.0,5.0,Positive,India,Hindi,1/2/2024,True,5,3,5,4,4,7,BestBuy,1
21257,Terry Kerr,39,Google,Pixel 7a,1085.53,AUD,1.53,4.0,Positive,Australia,English,3/16/2025,False,3,3,3,4,5,6,Amazon,1
21258,Melissa Robinson,23,Motorola,Moto G Power,725.69,AUD,1.53,5.0,Positive,Australia,English,9/6/2024,True,5,3,5,5,5,6,eBay,1
21259,Aadi Mand,28,Realme,Realme Narzo 70,235.91,INR,83.0,1.0,Negative,India,Hindi,6/30/2024,True,1,2,1,1,1,2,Amazon,2
